Level,Stance,Claim,Votes,Comments,Depth,Debate_name,Tot_votes,Mean_vote,Parent_claim,Parent_vote,Parent_stance,Pro,Con
1.3.1.1.3.1.3.6.1.1,con,even if some education welfare programs are eliminated if a country has a strong public education that does not necessarily change with the implementation of a ubi that is the case of finland for example,"[0, 0, 2, 5, 0]", ,9,ubi,7,2.7,much of education related welfare is concentrated on keeping low income children in school e g no child left behind the government would likely remove these welfare programmes to fund a ubi hence on the educational advocacy level ubi and better public education are at least partially mutually exclusive,2.3,con,0,0
1.3.1.1.3.1.3.6.2,con,poor spending choices are often the result of coercion or manipulation that cannot be solved by education empowering those in poverty with a ubi payout is likely to embolden these oppressive actors and put those in poverty at a greater risk of manipulation,"[0, 7, 8, 0, 0]", 4,8,ubi,15,1.5,most states will retain compulsory state funded education systems to educate young people about sensible ways to spend their ubi payment this kind of education allows for the provision of advice and support while maintaining the dignity and autonomy of individuals,1.7,con,0,0
1.3.1.1.3.1.3.6.2.1.1,con,governments ensure through various methods that the conditions for receiving welfare are met yet that does not prevent people who receive welfare from being the prey of loansharks scams or any other dubious enterprises,"[0, 0, 4, 3, 0]", ,10,ubi,7,2.4,a stable ubi in the hands of the financially illiterate is a beacon that draws in predatory loansharks or bogus employment middlemen the advantage of a layer of bureaucracy with means testing or in kind assistance is that the government s audit processes serve as additional check and balance to protect the financially illiterate,0.0,pro,0,0
1.3.1.1.3.1.3.6.3,con,given the high rates of absenteeism and because the school system educates children not their parents who receive ubi payments state education is unlikely to guarantee that people will spend their ubi payments sensibly,"[0, 0, 8, 3, 0]", ,8,ubi,11,2.3,most states will retain compulsory state funded education systems to educate young people about sensible ways to spend their ubi payment this kind of education allows for the provision of advice and support while maintaining the dignity and autonomy of individuals,1.7,con,0,0
1.3.1.1.3.1.3.8,con,this happens in any welfare system where people are allowed to control how they allocate the resources the state gives them,"[0, 0, 10, 4, 0]", ,7,ubi,14,2.3,some individuals would spend poorly making it necessary to reinstate various welfare programs to help these people make better financial decisions,1.3,con,0,0
1.3.1.1.3.1.5,con,individuals are not stripped of all choice under a targeted welfare system individuals have a basis of good health sufficient savings and education to make choices that significantly improve their quality of life e g taking a part time vocational degree to upgrade skills,"[0, 0, 0, 2, 0]", 5,6,ubi,2,3.0,a ubi fulfills this obligation while also maintaining individuals ability to make choices and have control over their own lives unlike some forms of targeted welfare,2.1,pro,0,0
1.3.1.1.3.2,con,many of the underlying causes of poverty such as failing schools substandard public services or institutionalized racism are not addressed by a ubi,"[0, 0, 0, 0, 2]", ,5,ubi,2,4.0,the government has an obligation to ensure all citizens have the capacity to fulfill basic needs such as food housing education and healthcare a ubi allows states to provide this basic level of welfare despite a fluctuating job market,0.0,pro,1,0
1.3.1.1.3.2.2,pro,since a ubi would tie up a significant amount of government funding it is unreasonable for the government to assume that they can fix these deeper issues while simultaneously paying for a ubi,"[0, 5, 7, 3, 1]", ,6,ubi,16,2.0,many of the underlying causes of poverty such as failing schools substandard public services or institutionalized racism are not addressed by a ubi,4.0,con,0,0
1.3.1.1.3.5,con,the obligation of government is to ensure all citizens are able to meet their basic needs that does not automatically prescribe a ubi as the chosen mechanism to do so targeted welfare and in kind subsidies can do the same at less extravagant cost,"[0, 0, 10, 1, 0]", ,5,ubi,11,2.1,the government has an obligation to ensure all citizens have the capacity to fulfill basic needs such as food housing education and healthcare a ubi allows states to provide this basic level of welfare despite a fluctuating job market,0.0,pro,0,0
1.3.1.1.4.1,pro,people relying on external motivation to feel fulfilled where monetary gain is an important factor might not feel as fulfilled if they no longer need this mechanic,"[0, 0, 0, 1, 1]", ,5,ubi,2,3.5,the loss of a fulfilling job cannot be compensated for by ubi payments,0.0,con,0,0
1.3.1.1.4.4,con,having more free time enables people to instead have a fulfilling hobby they can choose more freely than a job,"[0, 0, 1, 2, 2]", ,5,ubi,5,3.2,the loss of a fulfilling job cannot be compensated for by ubi payments,0.0,con,0,0
1.3.1.1.5.2.1.1,pro,new technologies lead to increased productivity which in turn creates more wealth cheaper goods greater spending power and ultimately more jobs,"[0, 4, 11, 0, 0]", ,7,ubi,15,1.7,in the past new technologies have always created more jobs than they have destroyed,0.0,pro,0,0
1.3.1.1.5.2.1.2,con,automation will not create new jobs like other technologies did,"[0, 0, 11, 4, 0]", 2,7,ubi,15,2.3,in the past new technologies have always created more jobs than they have destroyed,0.0,pro,2,0
1.3.1.1.5.2.1.2.1,pro,the loss of jobs due to automation will dramatically reduce social mobility as most individuals skills will be rendered obsolete particularly those who perform menial work,"[0, 0, 4, 10, 0]", ,8,ubi,14,2.7,automation will not create new jobs like other technologies did,2.3,con,2,0
1.3.1.1.5.2.1.2.1.1,pro,automation will accelerate the already widening economic inequality around the world as very small groups of individuals can make enormous profits while employing very few people,"[0, 0, 0, 4, 0]", ,9,ubi,4,3.0,the loss of jobs due to automation will dramatically reduce social mobility as most individuals skills will be rendered obsolete particularly those who perform menial work,2.7,pro,0,1
1.3.1.1.5.2.1.2.1.1.5,con,blaming technological change for inequality absolves the elites of their responsibility technology transforms production but power and politics determine how the dividends are distributed,"[0, 0, 10, 4, 0]", 4,10,ubi,14,2.3,automation will accelerate the already widening economic inequality around the world as very small groups of individuals can make enormous profits while employing very few people,3.0,pro,0,0
1.3.1.1.5.2.1.2.1.2,pro,this is due to the production of digital technologies that eliminate the need for many middle class jobs,"[0, 0, 0, 4, 0]", ,9,ubi,4,3.0,the loss of jobs due to automation will dramatically reduce social mobility as most individuals skills will be rendered obsolete particularly those who perform menial work,2.7,pro,0,0
1.3.1.1.5.2.1.2.3,pro,experts predict a jobless future as most jobs can be broken down into a series of routine tasks more and more of which can be done by machines,"[0, 2, 8, 5, 1]", ,8,ubi,16,2.3,automation will not create new jobs like other technologies did,2.3,con,1,2
1.3.1.1.5.2.1.2.3.1,pro,according to stephen hawking full artificial intelligence could supplant the human race,"[0, 2, 10, 3, 0]", 3,9,ubi,15,2.1,experts predict a jobless future as most jobs can be broken down into a series of routine tasks more and more of which can be done by machines,2.3,pro,0,0
1.3.1.1.5.2.1.2.3.2,con,the fact that a computer can do something better than a human being doesn t mean that the computer will replace the human being the market will determine whether it is economical to do so given the costs and perceived benefits,"[0, 9, 7, 0, 0]", ,9,ubi,16,1.4,experts predict a jobless future as most jobs can be broken down into a series of routine tasks more and more of which can be done by machines,2.3,pro,0,0
1.3.1.1.5.2.1.2.3.3,con,when machines replace one kind of human capability new human experiences and capabilities emerge these might be mostly higher value and offer more interesting work than the experiences and capabilities that have been replaced by machines,"[0, 2, 14, 0, 0]", ,9,ubi,16,1.9,experts predict a jobless future as most jobs can be broken down into a series of routine tasks more and more of which can be done by machines,2.3,pro,0,0
1.3.1.1.5.2.3,pro,in germany there is a huge number of robot intensive industries and a high degree of automation however this does not negatively affect total employment,"[0, 0, 1, 1, 0]", ,6,ubi,2,2.5,technological innovations automatically cause compensation effects that strongly mitigate their consequences,0.0,pro,0,1
1.3.1.1.5.2.3.1,con,although total employment has not been intensively negatively affected roughly 275 000 full time manufacturing jobs have been replaced by robots in the period 1994 2014,"[0, 0, 1, 0, 1]", ,7,ubi,2,3.0,in germany there is a huge number of robot intensive industries and a high degree of automation however this does not negatively affect total employment,2.5,pro,0,0
1.3.1.1.5.2.4,con,however some economists have concluded that those compensation effects are reduced or at least need to be studied further due to new technologies such as computerization,"[0, 1, 4, 6, 0]", ,6,ubi,11,2.5,technological innovations automatically cause compensation effects that strongly mitigate their consequences,0.0,pro,0,0
1.3.1.1.5.4,con,though we can t predict it with complete accuracy there are observable patterns to follow not only can we vaguely see where technology is headed we can observe the attitudes of various employers to new development to determine how employment is likely to rise or fall,"[0, 0, 2, 0, 1]", ,5,ubi,3,2.7,it is too early to predict whether automation will actually take enough jobs that the economy couldn t support normal employment with some arguing that the belief that this will lead to unemployment is actually an economic delusion,0.0,con,0,0
1.3.1.2,pro,with the insurance of a ubi acting as a safety net workers can challenge their employers if they find their working conditions unfair or degrading,"[0, 3, 7, 18, 20]", ,3,ubi,48,3.1,a ubi would improve working capabilities and conditions,0.0,pro,3,1
1.3.1.2.1,pro,ubi gives workers more power at the negotiating table the choice is work or don t have extra benefits instead of work or starve,"[0, 0, 1, 2, 2]", ,4,ubi,5,3.2,with the insurance of a ubi acting as a safety net workers can challenge their employers if they find their working conditions unfair or degrading,3.1,pro,1,0
1.3.1.2.1.1,pro,currently many workers hesitate to speak up for fear of losing their jobs and their family s livelihoods,"[0, 0, 1, 2, 1]", ,5,ubi,4,3.0,ubi gives workers more power at the negotiating table the choice is work or don t have extra benefits instead of work or starve,3.2,pro,0,0
1.3.1.2.2,pro,this serves as a check against the leverage typically held by employers they now have a greater economic reason to ensure that their workers are satisfied,"[0, 0, 7, 8, 2]", ,4,ubi,17,2.7,with the insurance of a ubi acting as a safety net workers can challenge their employers if they find their working conditions unfair or degrading,3.1,pro,0,0
1.3.1.2.3.1,pro,there cannot be a free labour market without a ubi when labour sellers are forced under pain of starvation to sell their labour to any available labour buyer there is no free choice and no free market the labour buyers have no such urgency,"[0, 0, 0, 0, 2]", 1,5,ubi,2,4.0,ubi could help make employing and being employed more voluntary if employment is driven by grave need it becomes voluntary only in name,0.0,pro,0,0
1.3.1.2.5,pro,with a ubi in place the power imbalance shifts employment will be less of a necessity for some making it easier to bring unfair treatment wages or working conditions to light,"[0, 0, 0, 11, 0]", ,4,ubi,11,3.0,with the insurance of a ubi acting as a safety net workers can challenge their employers if they find their working conditions unfair or degrading,3.1,pro,0,0
1.3.1.2.6.1,pro,when workers are more able to leave bad jobs it leads to bad employers having persistently high turnover rates this creates more effective pressure on the employer to deal with their problematic power dynamics and mitigate stressful working conditions,"[0, 0, 0, 8, 0]", 6,5,ubi,8,3.0,many workers stay in jobs with unhealthy working conditions due to a tight job market a ubi can alleviate this stress,0.0,pro,0,0
1.3.1.2.9.1,con,even so the threat of losing your luxuries is not as grave as the risk of losing provision for your basic needs or having to rely on welfare system that are not always certain or reliable and often stressful or stigmatizing,"[0, 0, 1, 1, 1]", ,5,ubi,3,3.0,everyone but the most poor have adapted to living beyond the meagre means offered by a ubi this means that the income that an employer offers still affords them a large amount of power over employees,0.0,con,0,0
1.3.1.2.10,con,walking away is often too little too late for example an unsafe workplace is often only exposed through serious accident proactive government intervention is better than retroactive employee action,"[3, 10, 4, 0, 0]", ,4,ubi,17,1.1,with the insurance of a ubi acting as a safety net workers can challenge their employers if they find their working conditions unfair or degrading,3.1,pro,0,1
1.3.1.2.10.1,con,proactive government intervention can still continue even if a ubi is implemented,"[0, 0, 7, 8, 1]", ,5,ubi,16,2.6,walking away is often too little too late for example an unsafe workplace is often only exposed through serious accident proactive government intervention is better than retroactive employee action,1.1,con,0,0
1.3.1.2.11.1,pro,the imbalance of power serves to increase productivity as hierarchical management serves to guide and govern workers with a centralized system of rules and goals,"[0, 0, 8, 0, 0]", ,5,ubi,8,2.0,new ways of maintaining the power imbalance between the employer and the employee will be found,0.0,con,0,2
1.3.1.2.11.1.2,con,it is morally abhorrent to use the threat of making someone jobless as a negotiating tool,"[0, 0, 0, 5, 3]", ,6,ubi,8,3.4,the imbalance of power serves to increase productivity as hierarchical management serves to guide and govern workers with a centralized system of rules and goals,2.0,pro,0,0
1.3.1.2.11.1.4,con,the imbalance of power could also create antagonistic relations between employee and employer which diminish productivity,"[0, 0, 6, 6, 4]", ,6,ubi,16,2.9,the imbalance of power serves to increase productivity as hierarchical management serves to guide and govern workers with a centralized system of rules and goals,2.0,pro,0,0
1.3.1.2.11.2,con,the power inbalance would be shifted towards the worker with a ubi any countereffect on behalf of the employers is a seperate issue that could be argued in chicken egg like fashion as the countereffect to the countereffect takes place,"[0, 0, 1, 0, 2]", 2,5,ubi,3,3.3,new ways of maintaining the power imbalance between the employer and the employee will be found,0.0,con,0,0
1.3.1.3,pro,a ubi reduces the risks of working part time or on a seasonal basis allowing workers to better choose a schedule that suits their lifestyle,"[0, 1, 11, 12, 7]", 3,3,ubi,31,2.8,a ubi would improve working capabilities and conditions,0.0,pro,1,0
1.3.1.3.3,pro,our time is the most important commodity we each possess allowing us to better allocate it is important to self determination and happiness,"[0, 0, 8, 5, 1]", ,4,ubi,14,2.5,a ubi reduces the risks of working part time or on a seasonal basis allowing workers to better choose a schedule that suits their lifestyle,2.8,pro,0,0
1.3.1.4,pro,a ubi would allow people to take the time to find a better job,"[2, 3, 13, 17, 14]", 1,3,ubi,49,2.8,a ubi would improve working capabilities and conditions,0.0,pro,2,2
1.3.1.4.1,pro,having this time to find suitable work will stop the revolving door effect where people on benefits are forced to take a job hate it and quit shortly thereafter,"[0, 0, 0, 9, 2]", ,4,ubi,11,3.2,a ubi would allow people to take the time to find a better job,2.8,pro,0,0
1.3.1.4.2.1,con,that is only true for systems where public universal healthcare is not provided and therefore can easily be solved by implementation of that without need of a ubi,"[0, 0, 0, 1, 1]", ,5,ubi,2,3.5,people stay in unsatisfying jobs because they are afraid of losing their healthcare benefits with the ubi people can better afford to fund their own healthcare and be less tied to any given job just for the benefits,0.0,pro,0,0
1.3.1.4.7,pro,in the us only 30 of workers feel engaged in their jobs leading to productivity losses of around 500 billion a year,"[1, 0, 10, 6, 0]", ,4,ubi,17,2.2,a ubi would allow people to take the time to find a better job,2.8,pro,1,0
1.3.1.4.7.1,pro,productivity tends to increase when people enjoy the work they do allowing them to do so will therefore benefit the economy,"[1, 0, 8, 6, 1]", ,5,ubi,16,2.4,in the us only 30 of workers feel engaged in their jobs leading to productivity losses of around 500 billion a year,2.2,pro,0,0
1.3.1.4.9,con,a ubi will make citizens very picky and demanding concerning their job choices some positions and jobs would be very hard or next to impossible to staff,"[0, 0, 7, 1, 0]", ,4,ubi,8,2.1,a ubi would allow people to take the time to find a better job,2.8,pro,0,1
1.3.1.4.9.1,con,it is the companies duty to create incentives in order to staff their positions,"[0, 0, 5, 8, 0]", ,5,ubi,13,2.6,a ubi will make citizens very picky and demanding concerning their job choices some positions and jobs would be very hard or next to impossible to staff,2.1,con,0,0
1.3.1.4.11,con,the additional time that people take to look for jobs would result in reduced time spent performing productive labor,"[1, 6, 8, 1, 0]", ,4,ubi,16,1.6,a ubi would allow people to take the time to find a better job,2.8,pro,0,0
1.3.1.6.1,pro,those who have multiple citizenship could receive a ubi in a wealthy nation then spend it in a poor country with a low cost of life that would be a leak of capital and labour from the rich country to the poor one,"[2, 1, 2, 2, 2]", 12,4,ubi,9,2.1,ubis would have negative effects on national economies,0.0,con,0,0
1.3.1.6.2,pro,a ubi could decrease the incentive for workers to take jobs that are unappealing and or uncomfortable even where those jobs are vital to society and the economy,"[0, 0, 0, 0, 3]", 3,4,ubi,3,4.0,ubis would have negative effects on national economies,0.0,con,0,2
1.3.1.6.2.3,con,many of these jobs no longer require labour as they have become automated,"[0, 1, 0, 1, 1]", 2,5,ubi,3,2.7,a ubi could decrease the incentive for workers to take jobs that are unappealing and or uncomfortable even where those jobs are vital to society and the economy,4.0,pro,0,0
1.3.1.6.2.5,con,if those low skill jobs are fundamental but increasingly attract fewer workers the jobs will then require higher wages until their attractiveness reaches an equilibrium,"[0, 0, 0, 2, 10]", ,5,ubi,12,3.8,a ubi could decrease the incentive for workers to take jobs that are unappealing and or uncomfortable even where those jobs are vital to society and the economy,4.0,pro,0,0
1.3.1.6.3,pro,a ubi might require higher taxes which would hurt the economy,"[8, 12, 14, 8, 9]", 6,4,ubi,51,2.0,ubis would have negative effects on national economies,0.0,con,3,3
1.3.1.6.3.2,pro,in the long run high marginal tax rates have a negative impact on the supply by discouraging work saving investment and innovation,"[0, 0, 0, 3, 0]", ,5,ubi,3,3.0,a ubi might require higher taxes which would hurt the economy,2.0,pro,0,0
1.3.1.6.3.3.3,con,rich entrepeneurs may prefer investing in automated process to save on labor costs this would mean that employment may not necessarily increase if entrepeneurs are given greater freedom,"[0, 0, 0, 0, 5]", 10,6,ubi,5,4.0,a ubi would take money away from the rich which would greatly decrease job creation and economic growth,0.0,pro,0,0
1.3.1.6.3.3.5.2,con,the linked study makes multiple questionable disputed assumptions,"[0, 0, 0, 1, 1]", 5,7,ubi,2,3.5,it is estimated that having a ubi for 8 years will grow the usa s gdp by 2 5 trillion dollars,0.0,con,0,0
1.3.1.6.3.4.1.2,pro,it is in the best interest of society to heavily incentivize all people to participate in the workforce,"[9, 9, 13, 10, 7]", 21,7,ubi,48,1.9,a ubi would enable people to work less or leave the workforce permanently,0.0,pro,1,0
1.3.1.6.3.4.1.2.1,pro,increased labor participation is important for economic development,"[0, 4, 8, 2, 1]", ,8,ubi,15,2.0,it is in the best interest of society to heavily incentivize all people to participate in the workforce,1.9,pro,0,0
1.3.1.6.3.4.1.2.1.2.1,pro,as our society becomes more and more automated and a society that will function with less human workers becomes possible it may be time to reexamine our assumptions about what actually makes a society wealthy,"[0, 0, 0, 1, 1]", ,10,ubi,2,3.5,in times of increasing automation 3d printing and intelligent software labor participation has become less important,0.0,con,0,0
1.3.1.6.3.4.1.2.4.1.3,con,we should be trying to create more jobs not finding ways to get people out of the workforce,"[1, 0, 1, 0, 0]", 4,10,ubi,2,1.0,systematic unemployment due to lack of available jobs is a future threat to human welfare even in the current economy and that threat is likely to increase in the future,0.0,pro,0,0
1.3.1.6.3.4.1.2.4.1.3.1.1,con,given that over the last few decades real wages have barely budged this calculus clearly no longer holds any growth in jobs and the economy has not lead to increases in consumer spending power because costs are instead rising in terms of basic expenses such as food and healthcare,"[0, 0, 2, 0, 0]", ,12,ubi,2,2.0,more jobs means a better economy because more jobs means more people with money more people with money means more people buying things which means more profits for companies which means even more jobs,1.0,pro,0,0
1.3.1.6.3.4.1.2.7.1,pro,for some people who are genuinely not fit for the workforce this is a good thing these people can now live much more enjoyable lives,"[0, 0, 6, 1, 0]", ,9,ubi,7,2.1,currently people work out of social and economical obligation a ubi diminishes this obligation enhancing people s sense of freedom and agency,0.0,con,0,0
1.3.1.6.3.4.1.2.7.2,con,people are free to choose not to work in capitalist systems the fact that there are consequences to that choice doesn t make it economic coercion,"[0, 0, 6, 0, 0]", ,9,ubi,6,2.0,currently people work out of social and economical obligation a ubi diminishes this obligation enhancing people s sense of freedom and agency,0.0,con,0,0
1.3.1.6.3.4.1.4.1.1,pro,ubi reduces incentives for creating new products and advancing our civilization many good inventions and products were driven by the desire to become wealthy if much of that wealth was taken away and redistributed to people not working many would not try as hard to make more money,"[0, 0, 1, 0, 1]", ,9,ubi,2,3.0,ubi will negatively impact incentives for technological and economic progress be it fame fortune or philanthropy we have all the great things in our life readily available because the brains behind them had something motivating them,3.0,pro,0,0
1.3.1.6.3.4.1.4.1.4,con,innovation requires the ability to pursue avenues that might include risk with no reasonable safety net these risks may be avoided instead of pursued,"[0, 0, 0, 1, 6]", ,9,ubi,7,3.9,ubi will negatively impact incentives for technological and economic progress be it fame fortune or philanthropy we have all the great things in our life readily available because the brains behind them had something motivating them,3.0,pro,0,0
1.3.1.6.3.4.1.4.1.5,con,many mathematicians and scientists of the past were born into wealthy and affluent positions affording them the freedom to peruse their true interests benefiting society and not what keeps bread on their table,"[0, 0, 0, 1, 2]", ,9,ubi,3,3.7,ubi will negatively impact incentives for technological and economic progress be it fame fortune or philanthropy we have all the great things in our life readily available because the brains behind them had something motivating them,3.0,pro,0,0
1.3.1.6.3.4.1.4.1.6,con,money is not the motivator behind innovation the great innovators in history were all driven by a will to help people or by their own passion for their subject,"[0, 2, 1, 0, 1]", 2,9,ubi,4,2.0,ubi will negatively impact incentives for technological and economic progress be it fame fortune or philanthropy we have all the great things in our life readily available because the brains behind them had something motivating them,3.0,pro,1,1
1.3.1.6.3.4.1.4.1.6.1,pro,nicola tesla did work for the good of mankind as can be seen in his plans for universal energy something that would be almost impossible to commercialize,"[0, 0, 1, 0, 1]", ,10,ubi,2,3.0,money is not the motivator behind innovation the great innovators in history were all driven by a will to help people or by their own passion for their subject,2.0,con,0,0
1.3.1.6.3.4.1.4.1.6.2,con,the belief that all innovators in history were not driven by money may be hard to back up if someone asked people like thomas edison steve jobs elon musk henry ford or the wright brothers about their drive to go from a neat idea to a scale that could benefit society money would likely be a leading factor useful innovation needs scale and scale requires a lot of work and money payoff must be greater than cost for innovation here is a good article about driving innovation sciencedirect com,"[0, 0, 1, 0, 1]", ,10,ubi,2,3.0,money is not the motivator behind innovation the great innovators in history were all driven by a will to help people or by their own passion for their subject,2.0,con,0,0
1.3.1.6.3.4.1.4.1.8,con,much of the greatest technological innovation has been made possible through general research research that was subsidized through public funds with no direct expectation of profit the motivator here is not something that a ubi would destroy human curiosity and the possibility of changing the world,"[0, 1, 1, 0, 1]", ,9,ubi,3,2.3,ubi will negatively impact incentives for technological and economic progress be it fame fortune or philanthropy we have all the great things in our life readily available because the brains behind them had something motivating them,3.0,pro,0,0
1.3.1.6.3.4.1.8,con,existing welfare schemes reduce people s incentive to work because earning more money reduces the number of benefits they accrue a ubi fixes this and actually provides a higher marginal return to earning an income,"[0, 4, 13, 16, 13]", 9,7,ubi,46,2.8,a ubi would enable people to work less or leave the workforce permanently,0.0,pro,2,1
1.3.1.6.3.4.1.8.5,pro,in the us the effective marginal tax rates on the poor are often as high as 109 of their income because of the corresponding reduction in welfare benefits as they earn more,"[0, 3, 12, 2, 2]", ,8,ubi,19,2.2,existing welfare schemes reduce people s incentive to work because earning more money reduces the number of benefits they accrue a ubi fixes this and actually provides a higher marginal return to earning an income,2.8,con,0,0
1.3.1.6.3.4.1.8.6,pro,ubi does not punish those of lower classes who begin to earn more money but instead keeps the incentive to move up in income to the point where ubi is no longer necessary for the individual therefore this saves the government more money over time in welfare spending,"[0, 0, 1, 0, 2]", ,8,ubi,3,3.3,existing welfare schemes reduce people s incentive to work because earning more money reduces the number of benefits they accrue a ubi fixes this and actually provides a higher marginal return to earning an income,2.8,con,0,0
1.3.1.6.3.4.1.8.7,con,even if the existing welfare schemes are supposedly worse than ubis welfare schemes could be improved so that the disincentive to increase income is not as steep as the 1999 source of the parent s source illustrates in other words traditional welfare programs could be fixed rather than eliminated and replaced with ubi,"[0, 3, 1, 1, 1]", ,8,ubi,6,2.0,existing welfare schemes reduce people s incentive to work because earning more money reduces the number of benefits they accrue a ubi fixes this and actually provides a higher marginal return to earning an income,2.8,con,0,1
1.3.1.6.3.4.1.8.7.2,con,this argument is a status quo bias it adresses only one of the current wellfare system s shortcomings but maintains that it should be preserved to avert change,"[1, 0, 0, 0, 1]", ,9,ubi,2,2.0,even if the existing welfare schemes are supposedly worse than ubis welfare schemes could be improved so that the disincentive to increase income is not as steep as the 1999 source of the parent s source illustrates in other words traditional welfare programs could be fixed rather than eliminated and replaced with ubi,2.0,con,0,0
1.3.1.6.3.4.1.9,con,evidence suggests that social security systems like ubi do not lead people to stop working,"[0, 0, 0, 0, 3]", ,7,ubi,3,4.0,a ubi would enable people to work less or leave the workforce permanently,0.0,pro,1,1
1.3.1.6.3.4.1.9.1.2.1,con,the experiment did not actually test a ubi because the benefits were not paid from taxes collected in the villages but injected from outside instead of ubi which is a zero sum game within the economic zone in which it is implemented they brought in purchasing power from outside the ubi zone which of course makes the villages better off,"[0, 1, 0, 1, 0]", ,10,ubi,2,2.0,a ubi experiment in india showed that overall employment increased with the implementation of a ubi and there was a sharp increase in more independent labor,4.0,pro,0,1
1.3.1.6.3.4.1.9.1.2.1.1,con,even if purchasing power is redistributed rather than raised on net a zero sum change can still improve net welfare as the benefit of the marginal dollar to the poor is much higher than the to rich,"[0, 0, 0, 1, 1]", 12,11,ubi,2,3.5,the experiment did not actually test a ubi because the benefits were not paid from taxes collected in the villages but injected from outside instead of ubi which is a zero sum game within the economic zone in which it is implemented they brought in purchasing power from outside the ubi zone which of course makes the villages better off,2.0,con,0,0
1.3.1.6.3.4.1.9.1.3.1,pro,people engaged in the iranian service industry worked more than before the implementation of the payment program,"[0, 0, 4, 5, 1]", ,10,ubi,10,2.7,in 2011 iran established a program that guaranteed citizens cash payments of equivalent to third of the nation s median income a report found no evidence for the hypothesis this unconditional income reduced the willingness to work,3.0,pro,0,0
1.3.1.6.3.4.1.9.1.3.2,pro,there is evidence that citizens started to pursue more satisfying kind of work instead of leaving the labor market for good,"[0, 0, 3, 7, 0]", ,10,ubi,10,2.7,in 2011 iran established a program that guaranteed citizens cash payments of equivalent to third of the nation s median income a report found no evidence for the hypothesis this unconditional income reduced the willingness to work,3.0,pro,0,0
1.3.1.6.3.4.1.9.1.3.3,pro,iranian business people started to expand their businesses,"[0, 0, 5, 2, 2]", ,10,ubi,9,2.7,in 2011 iran established a program that guaranteed citizens cash payments of equivalent to third of the nation s median income a report found no evidence for the hypothesis this unconditional income reduced the willingness to work,3.0,pro,0,0
1.3.1.6.3.4.1.9.3,pro,germany has a very sophisticated social state with a variety of public payments and benefits that enable citizens to live at least a humble life without work nevertheless the unemployment rate is very low,"[0, 0, 0, 2, 0]", 5,8,ubi,2,3.0,evidence suggests that social security systems like ubi do not lead people to stop working,4.0,con,0,0
1.3.1.6.3.4.1.9.5,con,a negative income tax a variant of ubi was already tried in six u s states between 1968 and 1980 it reduced people desire to work and lead to them having longer lengths of unemployment,"[0, 2, 0, 0, 0]", 18,8,ubi,2,1.0,evidence suggests that social security systems like ubi do not lead people to stop working,4.0,con,0,2
1.3.1.6.3.4.1.9.5.1,con,it is not clear what the recipients did with their extra time some of them may have chosen to do productive positive activities that just aren t technically work such as pursuing education taking care of sick family members volunteering that just aren t work without knowing these details we cannot reliably determine the extent harm of this effect,"[0, 0, 1, 0, 3]", 3,9,ubi,4,3.5,a negative income tax a variant of ubi was already tried in six u s states between 1968 and 1980 it reduced people desire to work and lead to them having longer lengths of unemployment,1.0,con,0,0
1.3.1.6.3.4.1.9.5.5,con,these programs took place while traditional welfare was still in place weakening the study s applicability for a ubi which replaces traditional welfare,"[0, 0, 0, 0, 2]", ,9,ubi,2,4.0,a negative income tax a variant of ubi was already tried in six u s states between 1968 and 1980 it reduced people desire to work and lead to them having longer lengths of unemployment,1.0,con,0,0
1.3.1.6.3.4.1.11,con,a ubi will enable unhappy workers who detract from work productivity to leave their jobs so happy and productive workers can take their place,"[1, 1, 4, 8, 13]", 5,7,ubi,27,3.1,a ubi would enable people to work less or leave the workforce permanently,0.0,pro,2,2
1.3.1.6.3.4.1.11.1,pro,most people go to work today merely because they will not be able to feed themselves or their family otherwise a ubi will remove that obligation,"[0, 0, 0, 0, 2]", 12,8,ubi,2,4.0,a ubi will enable unhappy workers who detract from work productivity to leave their jobs so happy and productive workers can take their place,3.1,con,0,1
1.3.1.6.3.4.1.11.1.2.1,pro,labor is often very meaningful to a lot of people since it provides some sense of dignity,"[0, 1, 0, 2, 2]", ,10,ubi,5,3.0,people work for reasons other than income,0.0,con,1,0
1.3.1.6.3.4.1.11.1.2.1.1,pro,solely living on the ubi could make people feel useless,"[0, 1, 1, 0, 0]", 7,11,ubi,2,1.5,labor is often very meaningful to a lot of people since it provides some sense of dignity,3.0,pro,0,0
1.3.1.6.3.4.1.11.1.2.1.4.1,pro,contributions in the form of personal development and financially aiding the family are among the greatest of these ways,"[0, 0, 1, 0, 2]", ,12,ubi,3,3.3,there are other ways people experience dignity being respected and acknowledged for social familial and political contributions also provides dignity and meaning to a person s life,3.0,con,0,0
1.3.1.6.3.4.1.11.1.3.1,con,the illusion of choice can also be harmful when it comes to reinforcing harmful social norms for example women may be more likely to choose not to work under a ubi but this choice may be heavily influenced by social messaging and gender norms,"[2, 6, 7, 1, 0]", ,10,ubi,16,1.4,choice has been found to be a powerful motivator as a positive relationship has been found between one s ability to choose not to work and one s commitment to work,0.0,con,0,2
