;Level;Stance;Claim;Votes
806;1.0;con;The same study goes on to argue that policies looking to reduce the cost of abortion should also look to reduce the cost of contraception, as a reduction in contraceptive cost may reduce the need for abortions.;['0', '1', '1', '0', '1']
807;1.0;con;This substitution seems to require holding ease of access to contraceptives constant. Thus, if we as a society decide that using abortion as birth control is bad, we can keep that practice rare by increasing access to birth control at the same time that we increase access to abortion.;['1', '0', '2', '0', '2']
808;1.0;con;You cannot deprive the vast majority of legitimate users of abortion just because some will use it as a form of contraception.;['1', '1', '1', '0', '1']
809;1.0;con;Abortions often require a number of doctors visits and a medical procedure. They are therefore unlikely to be viewed as a legitimate contraceptive option when other forms of contraception are more simple and accessible.;['1', '0', '1', '1', '0']
810;1.0;con;Birth control pills have continuous physical and mental side effects that can burden women who choose to use them. Some women might consider abortion to be a better option than deal with the side effects on an almost daily basis.;['0', '0', '2', '0', '1']
811;1.0;pro;The birth control pill has to be taken at the same time daily and pregnancy rates increase dramatically in women who miss a pill (rates rise 30-80 times, according to the ARHP).;['0', '1', '1', '0', '0']
812;1.0;con;Unless there are numbers to support this, it is pure speculation.;['1', '1', '1', '0', '0']
813;1.0;con;Being pregnant has many similar and often more severe side effects, so for most women, it is unlikely that repeatedly getting pregnant and having abortions would actually be a better experience.;['1', '1', '1', '0', '0']
814;1.0;con;The state has the ultimate power over the availability of abortions and contraceptives. Therefore it is up to the state to promote contraception and family planning over abortions.;['1', '1', '1', '0', '0']
815;1.0;con;"The fall-back option is often the morning-after pill. It is highly unlikely that ""in the moment"" anyone would consider that they will just get an abortion if they happen to get pregnant.";['0', '0', '0', '0', '0']
816;1.0;con;Abortion is considered a serious enough procedure that people are unlikely to rely on it as a form of birth control.;['1', '0', '1', '0', '2']
817;1.0;pro;The impact an abortion has on the temporary mental health of a women is evidence to show that it is not something taken lightly because the repercussions are quite intense. Hence, it is very unlikely that abortion access will increase irresponsible behaviour.;['1', '1', '2', '0', '0']
818;1.0;con;A majority of abortions are done out of convenience (i.e. inconvenient timing or circumstances).;['0', '2', '1', '0', '1']
819;1.0;con;There are testimonials of people claiming they use abortion as a form of birth control. Regardless of how seriously doctors take abortion, people are often ignorant or choose to ignore the risks.;['0', '0', '1', '0', '0']
820;1.0;pro;Legal abortion will lower the sense of responsibility. Being responsible for your own sexual actions and performing safe sex is essential and the lack thereof should not be sufficient argument for legal abortion.;['4', '3', '1', '0', '3']
821;1.0;pro;People having sex must be repsonsible given the likelihood that they may get pregnant. Abortion may cause people to be less cautious.;['7', '3', '2', '0', '5']
822;1.0;pro;"No contraception is perfect, so it is the responsibility of the couple to plan for sex and use contraception if they need. Abortion should not be seen as a ""bail-out"" from a mistake.";['0', '0', '1', '0', '0']
823;1.0;con;This argument is only works if we accept that sex and/or abortion are inherently immoral. If neither sex nor abortion is immoral, then there is no reason to punish the behavior of having sex and getting pregnant with restricted access to abortion.;['1', '0', '2', '0', '2']
824;1.0;con;Carrying a child is an important thing for a woman. Choosing abortion isn't an easy decision, and the women that find this decision easy are a minority. Generally when a woman is considering abortion, she thinks about why she can't rather than why she 'just doesn't want to'.;['1', '0', '1', '1', '2']
825;1.0;pro;"There should be laws requiring mandatory consultations to make this decision as informed and conscious as possible. This will go a long way towards eliminating ""convenience abortions"".";['0', '2', '1', '0', '1']
826;1.0;con;Improved access to abortions does not prevent women from behaving responsibly. Societies which grant women abortion rights almost always stress the importance of behaving responsibly when having sex, for example, by strongly encouraging norms of wearing condoms to prevent STDs.;['3', '1', '3', '2', '4']
827;1.0;pro;It is unclear why access to abortion would necessarily lead to more promiscuity than access to contraception more generally does, as people now have far greater control over their reproductive capacities.;['1', '0', '0', '1', '1']
828;1.0;pro;It will always be easier and cheaper to use a condom than to undergo an abortion.;['1', '0', '2', '0', '0']
829;1.0;con;There is no evidence that abortion access makes women engage in more irresponsible behaviour.;['2', '1', '3', '2', '10']
830;1.0;pro;If we consider this a valid argument, then we should also consider that healthcare makes people take bad food choices, and we should not provide treatment for those who get sick consciously.;['0', '1', '1', '0', '0']
831;1.0;con;This study argues that there is a link between access to abortion and increased sexual activity, which was also linked to an increase in STDs.;['0', '1', '2', '0', '1']
832;1.0;con;Relationships to abortion and other behaviours may exist, but have not been tested.;['0', '0', '1', '0', '0']
833;1.0;con;While there is indeed a rise of gonorrhoea cases in America starting 1970, there had also been aprecipitous drop in syphilis cases in the same period, which contradicts that study.;['1', '1', '1', '1', '0']
834;1.0;con;The study showed only an association, not direct causation. The data was used to support a previously made hypothesis, not to develop a hypothesis from observed behaviour.;['1', '1', '1', '0', '2']
835;1.0;con;Sexual intercourse is a normal human function. It is not irresponsible behavior.;['2', '0', '0', '3', '1']
836;1.0;con;"A normal consequence of sexual intercourse is pregnancy. Having sex (especially unprotected sex) disregarding consequences of the act is the very definition of ""irresponsible behavior"".";['1', '3', '0', '0', '2']
837;1.0;con;The access to abortion incentivises promiscuity, which causes alcohol or substance abuse, as well as it increasing anxiety and depression. This is especially prominent in women.;['0', '2', '1', '0', '1']
838;1.0;con;One study found that increasing the costs of abortion, such as necessitating parental involvement, is more likely to lead to teenagers engaging in safer sex, or even abstinence (p. 19).;['0', '0', '2', '0', '0']
839;1.0;con;Abortion has harmful mental and physical consequences for the woman involved.;['2', '1', '4', '4', '5']
840;1.0;pro;Studies have shown that abortion has adverse psychological impacts on women.;['5', '2', '3', '4', '4']
841;1.0;pro;A survey study of 278 women in Tehran post-abortion found that one-third experienced negative psychological side-effects following an abortion.;['1', '1', '1', '0', '1']
842;1.0;pro;Of this third, 60.5% reported depression, 48.7% reported developing an eating disorder, 43.7% reported decreased self-esteem, 39.5% reported having nightmares, 37.5% reported feelings of guilt, and a third expressed regret.;['0', '0', '1', '0', '0']
843;1.0;con;Another survey on 192 non-pregnant woman shows the effects of unwanted pregnancy on women. 28% were willing to trade time from the end of their life, 16% of women were willing to accept an immediate risk of death and 60% of women were willing to pay some amount of money to avoid pregnancy.;['1', '0', '2', '0', '1']
844;1.0;con;An important part of the mental consequences of abortion are related to the fact that right now it is taboo. Legalizing it puts the problem on the table and thus makes it easier for women to talk about it or deal with post-abortion.;['1', '0', '2', '0', '1']
845;1.0;pro;The mental problems often arise because of the conflict with society itself. Women who chose an abortion are too often told that they do something wrong and immoral. It's only understandable and normal that someone who is forced to hear such things will develop mental issues.;['1', '2', '1', '0', '0']
846;1.0;pro;If society itself was more understanding towards this topic there would be less mental problems after choosing an abortion.;['0', '0', '1', '0', '0']
847;1.0;con;There is no evidence that the consequences of abortions are caused by its taboo status.;['0', '1', '1', '1', '1']
848;1.0;con;Recent research suggests that two out of three pregnant persons who have abortions anticipate stigma if others were to learn about it. In a large US survey, 58% of pregnant persons felt they needed to keep their abortion secret from friends and family and 17% believed their regular healthcare provider would treat them differently if they knew about the abortion.;['0', '0', '2', '0', '0']
849;1.0;con;Many actions are taboo and have negative consequences. This does not mean they should be legalized.;['0', '0', '1', '0', '0']
850;1.0;con;"There are issues with this study. It's a very small sample, only 278 women, and its purpose is ""detecting types and frequent psychological side effects of abortion among post abortion care seeking,"" so everyone involved will have something negative to say or they would not be seeking post abortion care.";['1', '0', '2', '0', '1']
851;1.0;pro;A recent study, limited in scope to self-reporting by 987 women visiting CareNet pregnancy centers, found that only 13% of the women had visited a psychologist, psychiatrist, or counselor pre-abortion, but 67.5% sought care post-abortion (p. 115).;['0', '1', '2', '0', '1']
852;1.0;con;A 2017 study of a cohort of Dutch women found no correlation between having an abortion and future mental health difficulties.;['0', '0', '0', '1', '0']
853;1.0;con;There might also be 'mental and physical consequences' if a woman has a baby she does not want. It is up to the woman to decide which course of action will cause them the least harm and she should be provided adequate information in order to do so.;['1', '1', '1', '0', '0']
854;1.0;pro;PPD can, in its serious form, result in postpartum psychosis (1/1000). Psychosis is one of the leading reasons for murdering children in the first year. It makes no sense to make something illegal on the basis that there is some small risk to mental and physical well being as a side effect of a medical treatment.;['1', '1', '1', '0', '0']
855;1.0;pro;There is an increased risk of maternal death after an abortion.;['6', '3', '5', '1', '2']
856;1.0;pro;A Danish study found an increased risk of maternal death of 45% for women who had an abortion compared to those who had not, after controlling for other reproductive outcomes.;['0', '0', '1', '0', '0']
857;1.0;con;This study doesn't control for socioeconomic factors. Healthcare, and as such abortions, are strongly correlated with socioeconomic factors (p. 172).;['0', '0', '1', '0', '1']
858;1.0;pro;Abortion increases the risk of placenta previa in later pregnancies (a life threatening condition for both the mother and her wanted pregnancy) by seven to fifteen fold.;['5', '1', '2', '5', '3']
859;1.0;pro;Abnormal development of the placenta due to uterine damage increases the risk of fetal malformation, perinatal death, and excessive bleeding during labor.;['0', '0', '1', '0', '0']
860;1.0;con;The source referenced above is not neutral. It is provided by Elliot Institute, an anti-abortion think tank.;['0', '1', '0', '1', '1']
861;1.0;pro;Women can face severe bodily harm as a result of abortion.;['7', '3', '2', '3', '4']
862;1.0;pro;As the fetus becomes more developed, there is a greater risk that an abortion will result in health risks and complications for the mother.;['2', '1', '1', '0', '1']
863;1.0;con;The easier it is for women to have abortions, the earlier they will take place.;['1', '1', '1', '0', '2']
864;1.0;pro;Women with an abortion history are at an increased risk of sexual dysfunction and face problems related to sexual desire, frequency of sexual intercourse, orgasm ability, and sexual satisfaction (p. 1192).;['3', '1', '1', '0', '1']
865;1.0;pro;More than 30% of women in a Swiss longitudinal study reported a minimum of one sexual problem six months after an abortion (p. 4).;['0', '2', '1', '0', '1']
866;1.0;con;WECARE, the organization behind the linked study, is an anti-abortion organization founded by a researcher who has been widely discredited. Her research finding a link between abortion and adverse health outcomes has been debunked.;['1', '0', '0', '1', '2']
867;1.0;pro;There can be immediate and long-term medical consequences of abortion.;['2', '1', '1', '0', '1']
868;1.0;pro;During abortion operations, people may suffer from organ damage.;['0', '0', '1', '0', '0']
869;1.0;pro;After abortions, people may be at risk of facing infections.;['0', '0', '1', '0', '0']
870;1.0;pro;Having an abortion can make people significantly more likely to have pre-term births.;['0', '0', '1', '0', '0']
871;1.0;con;This is a reason for safe and easy access to abortion, so that surgery is not required. Between 2-10 weeks the mother can have a medical abortion.;['1', '0', '1', '1', '2']
872;1.0;con;There are always potential consequences of medical treatments and operations. However, we allow people to opt into these even when they are not medically necessary, such as with plastic surgery.;['1', '0', '1', '2', '1']
873;1.0;pro;The decision to undergo such a medical treatment or operation should be made by the individual woman, with full information provided by medical professionals.;['1', '0', '2', '0', '0']
874;1.0;con;Legal abortions performed in the developed world are among the safest procedures in medicine.;['0', '0', '0', '2', '2']
875;1.0;pro;A 2012 study in the US found that from 1998-2005 induced abortion had a maternal mortality rate of 0.6 deaths per 100,000 abortions, compared to a maternal mortality rate for pregnancy and childbirth of 8.8 deaths per 100,000 live births.;['1', '1', '0', '1', '1']
876;1.0;con;The same could be said of any sort of comparable surgery or medical procedure. Yet such procedures are still morally acceptable to do.;['0', '0', '1', '0', '1']
877;1.0;con;Doctors can and should inform patients of the risks in any operation. The presence of these risks doesn't change the right of the patient to make an informed choice.;['1', '1', '1', '0', '3']
878;1.0;con;There are mental and physical consequences to every action. This is not a valid reason to restrict individual freedom.;['0', '0', '2', '8', '27']
879;1.0;pro;If abortion is banned, there will be two people suffering long term instead of one, as the mother has been forced to have a child and the child has to deal with the emotional toll of being unwanted.;['2', '1', '1', '0', '2']
880;1.0;con;"The debate of abortion is not simply about one individual's freedom; there are two people involved.";['1', '0', '1', '0', '0']
881;1.0;con;There is no consensus on whether the fetus is a person with rights.;['0', '0', '1', '0', '1']
882;1.0;pro;There are disagreements about when personhood begins, with some arguing a fetus gains personhood at the point of fertilization and others suggesting various capacities, such as intelligence, are required.;['0', '0', '1', '0', '0']
883;1.0;con;If there is no reasonable social consensus about whether the fetus is a person with protected rights, then we should err on the side of caution and protect the fetus.;['0', '0', '1', '0', '0']
884;1.0;pro;There is certainly no consensus that the fetus is some special class of human that doesn't deserve human rights. A lack of consensus should reflect a lack of action, and people who seek abortions are the first-actors of the situation.;['0', '0', '2', '1', '1']
885;1.0;con;Denying a woman her right to decide her future, decide her family's future and dominance over her own body is not lack of action. Indeed, it's a heinous kind of action. It is active abrogation of individual rights.;['0', '0', '0', '1', '0']
886;1.0;pro;Whether or not to have a family or to add to a family is a personal decision. For any entity to intervene in this family matter is unwanted and intrusive action without standing. It would be, indeed, a consequential action.;['0', '0', '1', '0', '0']
887;1.0;con;If no such consensus exists, the decision should be given to individuals, as their opinions should be taken as primarily important.;['0', '0', '1', '0', '0']
888;1.0;con;Women seeking an abortion are generally able to get expert counselling and advice on the possible mental and physical consequences, which can help them make responsible decisions.;['3', '1', '2', '5', '12']
889;1.0;pro;In the US, women seeking abortions are required to be counselled about possible emotional or psychological effects in 22 states, nine of which focus almost entirely on potential negative effects.;['1', '1', '1', '0', '0']
890;1.0;con;There is no medical evidence to justify laws requiring women seeking abortions to be warned about negative mental and emotional side effects.;['0', '1', '1', '0', '0']
891;1.0;con;Legalizing abortion actually lowers abortion rates.;['1', '0', '2', '2', '2']
892;1.0;con;This point appears to have a logical assumption that lowering the rate of a behavior is a reason to legalize it if the behavior is undesired. This is consequentialist logic and it would be very questionable if hypothetically applied to universally outlawed behaviors such as rape, murder, theft, etc.;['1', '0', '1', '0', '0']
893;1.0;con;Medical help is available for women who experience mental or physical problems after having an abortion.;['2', '3', '7', '5', '7']
894;1.0;pro;In Ireland, where abortion is legal, counselling is encouraged and made accessible to those who have had an abortion.;['0', '0', '0', '1', '1']
895;1.0;con;There is medical help is available for many conditions, such as gunshot victims and people who are in car accidents when not wearing seat belts, but that doesn't justify removing the safeguards against those conditions.;['1', '1', '0', '0', '0']
896;1.0;con;If potential mental or physical harm as a result of the medical procedure is sufficient to prohibit individuals from seeking that particular procedure, then every medical procedure would need to be prohibited.;['0', '0', '1', '0', '1']
897;1.0;con;Medical and psychiatric help is also available to women during their pregnancies who feel reluctant to birth a child due to prenatal depression or other issues surrounding it.;['0', '0', '2', '0', '2']
898;1.0;con;Medical assistance will not necessarily be accessible and affordable for suffering women of low socio-economic status.;['0', '0', '2', '0', '2']
899;1.7;con;Men have a large stake in the fetus, so they should have a say regarding whether a woman has an abortion.;['32', '19', '16', '23', '47']
900;1.0;pro;Men are far less likely to obtain custody, and far more likely to be required to provide child support. Due to these statistics, fathers should have a voice in the abortion process.;['6', '6', '9', '1', '9']
901;1.0;pro;The decision to bring a child into the world is a big one given it is not possible to predict what will happen in a relationship, and given men are less likely to obtain custody.;['0', '0', '1', '0', '0']
902;1.0;pro;When considering what is in the best interests of the child, mothers are often considered the most appropriate custodian given they are likely to be the primary caregiver, even if the father is very involved.;['0', '0', '1', '0', '0']
903;1.0;con;A simpler solution to the issue of child support for unwanted children would be to allow fathers to legally relinquish all parental rights and responsibilities to a child within a certain time frame of finding out that the child exists/will exist.;['1', '1', '1', '0', '0']
904;1.0;con;Fathers are not significantly less likely than women to win custody battles, and most custody fights never make it to trial and are decided by agreement between the parties.;['2', '0', '2', '0', '1']
905;1.0;con;This only applies to when women choose not to abort. However, when women choose to abort, there is no physical, financial, or legal consequence to the man. Therefore that choice should be in the hands of the woman.;['0', '1', '2', '1', '1']
906;1.0;con;If a woman chooses to have an abortion, there is a consequence to the man if he wanted the child, or if he believes that abortion is immoral. In these cases, the man could be harmed by the knowledge that his own child has been aborted.;['0', '1', '1', '0', '2']
907;1.0;pro;If a child is brought into the world sharing the father's DNA, that man feel an obligation to be involved even if they did not want children. This can have a big impact on their life as well as the mother's.;['0', '0', '1', '0', '0']
908;1.0;pro;If a man has been deceived into conceiving a child by a partner, they should have a say in if the partner can have an abortion.;['8', '5', '3', '1', '1']
909;1.0;pro;A woman could deceive a man by lying about being on birth control, in order to convince the man not to use barrier protection, and consequently become pregnant.;['0', '0', '1', '1', '0']
910;1.0;con;It is not legitimate for one person to force another to have a medical procedure they do not want. Therefore, it is unreasonable to give men this amount of control in the decision, even if they were deceived.;['0', '1', '0', '1', '1']
911;1.0;con;It is also not legitimate for one person to force unwanted parenthood on another. Both abortions and parenthood are irreversible and carry an emotional cost, but parenthood carries life-long responsibilities and commitment, which could be considered more long-lasting and severe than an unwanted medical procedure.;['0', '0', '1', '1', '1']
912;1.0;con;It is impossible to quantify the cost for either member in the case of deception. However if the woman deceived the man she should bear some of the cost. It goes without saying a man would get his just punishment in deceiving a woman, in terms of the lifelong emotional pain and suffering he causes.;['0', '0', '1', '1', '0']
913;1.0;con;It's virtually impossible to prove deceit, and the process of determining who is responsible to make the decision will almost certainly take too long, given that pregnancy is a rapidly developing medical condition.;['0', '1', '1', '0', '1']
914;1.0;con;If man has to be deceived into conceiving a child, he didn't want a child to begin with, so the pregnant individual choosing abortion would satisfy their original wants anyway.;['0', '0', '1', '0', '2']
915;1.0;con;A genetic relationship to a child does not grant a person any rights that would supersede a mother's right to bodily autonomy.;['4', '5', '4', '11', '19']
916;1.0;pro;If someone were to end up with an organ from an organ donor, the donor should not get to have a say about what the receiver can and can't do with that organ simply because it contains his or her genetic material.;['2', '1', '0', '1', '1']
917;1.0;pro;Men do not have to face the physical or emotional burden of carrying the child to term, and so cannot have an equal say in a decision that would put a woman through that amount of stress and pain.;['1', '1', '1', '0', '1']
918;1.0;con;Men can face serious emotional harms from the decision to bring their child into this world or abort their child, even if they aren't the ones who have to carry it to term.;['1', '0', '2', '0', '2']
919;1.0;pro;If a woman chooses to keep a child when the man wants her to have an abortion, then he may feel pressure to be involved in the life of a child who he did not want, and even if he is not involved he may have a hard time accepting he now has a genetic child.;['1', '1', '1', '0', '2']
920;1.0;pro;"Abortion is a ""death experience"" that is more trying than most people anticipate. When men try to convince themselves that the fetus held no meaning to them, they further harm themselves by not giving themselves time to grieve.";['0', '1', '2', '0', '1']
921;1.0;con;Minor emotional harm to one person is insufficient justification for controlling the actions of another person regarding their own bodily, psychological, emotional, and economic well-being and grossly invading their privacy to execute that control.;['0', '0', '0', '1', '1']
922;1.0;con;While men face emotional harms, women face both emotional and physical harms as a result of being forced to carry a child to term. Therefore we ought to weigh the harms to the woman more heavily.;['1', '0', '2', '0', '2']
923;1.0;con;The fact that women have a vested interest in shortening the pregnancy makes them less, not more, capable of making a decision that should place the child's interest first.;['0', '1', '1', '0', '1']
924;1.0;con;On the contrary, the fact that women have such a highly vested interest in the decision makes them solely qualified to make it.;['0', '0', '1', '0', '1']
925;1.0;pro;If a pregnancy is the result of rape, the rapist would also have contributed half of the genetic material to the pregnancy. If the amount of genetic material contributed gives a person a right to choose, then a rapist would have as much right to that choice as the victim of his rape.;['1', '1', '1', '0', '0']
926;1.0;con;When any individual commits and is convicted of an illegal act, they lose some of their freedoms. It stands to reason that if the father of the child were a convicted rapist, they would not legally have a right to the child.;['1', '1', '1', '0', '0']
927;1.0;con;Men can have a say regarding pregnancy, they just don't get to be the deciding vote, nor do they get to be coercive or place the individual who is pregnant under extra duress.;['2', '1', '3', '1', '9']
928;1.0;pro;"A father should not have the authority to force the mother to have an abortion; thus, the corollary, forcing the mother to not have an abortion, is equally unacceptable.";['0', '0', '0', '1', '3']
929;1.0;con;The man in each situation is almost always entirely at fault for the undesired pregnancy due to irresponsible ejaculation. This indicates they do not possess the necessary decision-making capacity to contribute to the decision of whether or not a woman obtains an abortion.;['6', '0', '3', '0', '1']
930;1.10;con;Abortions are immoral.;['68', '11', '6', '3', '37']
931;1.0;pro;Abortions pose many concerns about the treatment of the baby while in the womb.;['2', '1', '2', '1', '1']
932;1.0;pro;Even those who are pro-choice have ethical concerns about abortion.;['0', '0', '2', '0', '1']
933;1.0;pro;66% of those who self-identify as pro-choice, support substantial restrictions on abortion.;['1', '0', '2', '0', '1']
934;1.0;pro;Abortion seeks to deliberately deprive a genetically distinct human of life, without giving due process to the unborn child such as allowing the child to confront any accuser, to attend a hearing, to be judged by a jury of peers, etc.;['0', '0', '2', '0', '1']
935;1.0;con;"This conflates ""human"" with ""legal person"". Only legal persons have de facto rights to due process (indeed, a fetus cannot even comprehend, let alone exercise such a right).";['0', '0', '0', '1', '0']
936;1.0;pro;Unborn children feel pain due to the procedure of abortion which usually consists of the fetus being removed piece by piece with forceps.;['0', '1', '1', '0', '1']
937;1.0;con;If causing someone to feel pain is immoral, then it is similarly immoral to force the mother to go through pregnancy and childbirth.;['1', '1', '0', '1', '2']
938;1.0;pro;Late stage abortions are particularly ethically problematic, because the baby would likely have survived if it was born immediately.;['0', '0', '2', '0', '1']
939;1.0;pro;There is very little difference between a late stage fetus and a newborn baby in terms of development, such that late term abortions are questionable as we would not allow people to end the life of a newborn.;['0', '0', '2', '0', '1']
940;1.0;pro;By week 33 a baby is fully developed even though it is still inside the womb.;['0', '0', '2', '0', '1']
941;1.0;con;Almost all post-viability abortions are performed on women whose fetuses have died or are severely impaired such that they will not survive outside the womb.;['1', '1', '0', '1', '2']
942;1.0;con;This point concerns a very specific (and truly unfortunate) scenario and cannot be used to judge the validity of the original claim - that abortions are universally immoral.;['0', '0', '1', '1', '1']
943;1.0;pro;According to the Guttmacher Institute, 88 percent of abortions occur within the first 12 weeks of pregnancy, with only 1.5 percent occurring after 21 weeks' gestation. This is mostly because late term abortions risk the life of the mother and are often done because of serious issues.;['1', '1', '1', '0', '1']
944;1.0;pro;The possibility of a woman's death associated with abortion increases with the length of gestation. The risk of the mother's death for an abortion at between 16 and 20 weeks' gestation is one in 29,000, while the risk increases to one in 11,000 for abortions after 21 weeks.;['0', '0', '0', '0', '0']
945;1.0;con;The above claim does not undermine the idea that all abortions are immoral and unethical. Rather, it points to a specific instance where they are particularly ethically problematic.;['0', '0', '0', '0', '0']
946;1.0;con;There are many reasons why women seek late term abortions that are legitimate and should not result in the woman's choice being removed.;['1', '1', '1', '0', '3']
947;1.0;pro;A lack of access to abortion clinics within a region can mean that women have arrange to travel to a clinic, which can take significant time and resources to arrange.;['0', '1', '1', '0', '3']
948;1.0;pro;170,000 Irish women were forced to travel to the UK or the Netherlands to access abortion services before it was made legal in Ireland.;['0', '0', '1', '1', '0']
949;1.0;con;It is unlikely, especially in the US, that such travel limitations would last long enough to necessitate a late term abortion.;['1', '1', '1', '0', '1']
950;1.0;pro;Drastic changes to a woman's situation could make her question her ability to raise a child, such as the death of her partner, or a large financial loss.;['1', '1', '1', '0', '2']
951;1.0;con;None of the reasons that are given for having a late term abortion justify killing a living child that could survive outside the womb.;['0', '2', '2', '0', '2']
952;1.0;con;Babies feel pain at 20 weeks as that is when the nervous system is connected to the brain. Often less than 2% of abortions happen after this point.;['1', '0', '1', '1', '1']
953;1.0;pro;A systemic review of the literature on the issue of fetal pain, found that fetuses only feel pain at 29 or 30 weeks.;['0', '0', '1', '0', '2']
954;1.0;pro;Normally those abortions happen for medical reasons, including still birth.;['1', '1', '1', '0', '3']
955;1.0;pro;In Europe, the second highest deadline to abort is found in Sweden (18 weeks), only beaten by Netherlands (24 weeks).;['2', '1', '1', '0', '1']
956;1.0;con;The above claim tacitly concedes that abortions after 20 weeks are immoral (because the fetuses involved will die painful deaths), but appears to consider such deaths acceptable because they are relatively few. However, according to the source cited in the claim, there are still 5,578 late term abortions (after 21 weeks) in a single year in the USA alone.;['2', '1', '1', '0', '1']
957;1.0;pro;Legal access to abortion means many doctors are put in the position of having to conduct an operation or aid an operation they may find deeply distressing and immoral.;['7', '5', '5', '0', '4']
958;1.0;pro;Many doctors have religious reasons for wanting to refuse to perform abortions.;['1', '0', '1', '1', '1']
959;1.0;con;Those doctors shouldn't go into medical specialities where they will be expected to perform abortions.;['0', '0', '1', '0', '0']
960;1.0;con;When we choose a vocation we should consider all responsibilities of that vocation and whether or not we are willing to do the job. If we are not willing to do the job we should select a different vocation.;['1', '0', '2', '0', '2']
961;1.0;pro;If they aren't emotionally capable of performing important procedures, they shouldn't be doctors.;['1', '1', '1', '0', '1']
962;1.0;con;We have the right to be upset if our ideal career has what we perceive to be unnecessary moral negligence in it's responsibilities.;['0', '2', '1', '0', '1']
963;1.0;con;Women having the right to choose abortion does not mean that all doctors are required to perform abortions.;['1', '0', '1', '1', '0']
964;1.0;pro;OBGYN physicians can choose which procedures they do or do not take part in. Some OBGYN's will perform abortions, but only under certain circumstances.;['1', '1', '1', '0', '0']
965;1.0;pro;Doctors do not have to work in abortion clinics. If they feel the act is immoral, they can just not perform it.;['0', '1', '1', '0', '0']
966;1.0;con;In a society in which abortion is legal, doctors who are unwilling to perform abortions risk being stigmatised. This is unfair.;['0', '1', '1', '0', '0']
967;1.0;con;Doctors specialize by nature of their profession. There is no stigma for choosing one specialty over another. Only 14% of OB-GYNs perform abortions.;['1', '1', '1', '1', '0']
968;1.0;pro;In a number of countries, medical professionals are allowed to conscientiously object to performing abortions and the cases are passed on to other professionals.;['0', '1', '1', '0', '0']
969;1.0;con;"Kialo discurssion:    3
 Conscientious objection to abortion should be banned";['0', '0', '2', '0', '0']
970;1.0;con;Doctors are not forced to perform non emergency abortions, since those can be done at private clinics (meaning the doctor chose that path) or with pills if soon enough.;['1', '0', '1', '1', '0']
971;1.0;pro;Abortion promotes selfishness and a lack of respect for life as a whole.;['0', '0', '0', '0', '0']
972;1.0;pro;If children born to parents who have had previous abortions become aware of their missing siblings, they may feel like their lives are disposable and that the only reason they are alive is because they were not an inconvenience at the time they were conceived.;['1', '1', '1', '0', '1']
973;1.0;pro;Children could experience feelings of guilt over surviving when their sibling did not. This could be damaging to a person's psyche and would always be a factor in the trust of the parent/child relationship.;['1', '1', '1', '0', '1']
974;1.0;con;On the contrary, the children born to the parents would know that they were wanted in the truest sense because their mother chose to carry them to term.;['1', '1', '1', '0', '2']
975;1.0;con;If a child found out their parents wanted to abort them, weren't allowed to, and so were compelled to raise them reluctantly, that would likely cause even worse feelings of being unwanted and rejected.;['0', '0', '1', '0', '0']
976;1.0;con;Scientific studies have shown that denying an abortion results in negative developmental and socioeconomic consequences for existing children;['1', '1', '0', '1', '1']
977;1.0;pro;Aborting an unborn baby requires placing the mother's interests over the value of the baby's life.;['1', '1', '1', '0', '1']
978;1.0;con;Abortion is a part of nature.;['1', '1', '0', '1', '0']
979;1.0;pro;The Bruce effect (or pregnancy block) is a tendency in animals (mainly rodents) to terminate their pregnancies following exposure to the scent of an unfamiliar male.;['1', '1', '1', '0', '1']
980;1.0;pro;Bruce effect has been observed in deer-mice, meadow voles and collared lemmings.;['2', '1', '0', '0', '0']
981;1.0;pro;When a new male takes over a group of geladas in the wild, the vast majority of females terminate their pregnancies.;['0', '1', '1', '0', '0']
982;1.0;con;The Bruce effect doesn't have much to do with humans. Rodents and other animals also eat their babies if they aren't full enough to produce nutritious milk for all of them.;['0', '1', '1', '0', '1']
983;1.0;con;If it was natural for humans, we would have developed it ourselves. Instead, we have to rely on surgical procedures and/or drugs.;['0', '0', '2', '0', '1']
984;1.0;con;We developed the surgical procedures and drugs ourselves.;['1', '1', '1', '0', '0']
985;1.0;pro;Pregnant male pipefish abort babies from unattractive females.;['1', '1', '1', '0', '1']
986;1.0;con;This is straying very far away from the parent argument. If we want to consider all odd animal behavior regarding pregnancy, there are many (e.g. spiders) that literally die for their offspring to have a life.;['0', '1', '1', '0', '1']
987;1.0;con;Maternal death/death during child birth is common in humans and has only been declining in recent history.;['1', '1', '1', '0', '0']
988;1.0;pro;Research suggests that pregnant female horses might be able to make a subconscious decision, based on hormone levels, to terminate their pregnancy.;['1', '1', '1', '1', '0']
989;1.0;con;The contention that abortion is ethical or good because it occurs in nature is an appeal to nature, which is a logical fallacy.;['0', '1', '0', '1', '5']
990;1.0;con;So many strange things happen in nature regarding reproduction. Many of them no one would want to happen in human society.;['1', '1', '1', '0', '2']
991;1.0;pro;Female praying mantises often eat the male after mating and this helps provide more nutrients to the fetus.;['0', '0', '1', '0', '0']
992;1.0;con;Just because abortion exists in nature does not give validity to its morality within human society.;['0', '1', '1', '0', '5']
993;1.0;pro;To say that abortion ought to exist because it does exist is to commit the is/ought fallacy.;['0', '0', '0', '0', '2']
